,Path,Title,Modules,Certificate,Level,Hours,Enrolled,Salary,Review,Ratings
1367,Course,Learn Interaction Design,,With Certificate,Intermediate,2,"2,590 learners enrolled",,4.7,60 ratings
1368,Free course,Learn jQuery: DOM Traversing,,,Intermediate,1,"1,017 learners enrolled",,,
1369,Course,Learn CSS-in-JS,,With Certificate,Intermediate,1,"4,132 learners enrolled",,4,107 ratings
1370,Free course,Learn Testing for Web Development: Fundamentals,,,Intermediate,1,"1,081 learners enrolled",,,
1371,Free course,Learn React Router v6,,,Intermediate,2,"4,045 learners enrolled",,4.5,168 ratings
1372,Free course,Learn Redux: Redux Toolkit,,,Beginner Friendly,1,"1,303 learners enrolled",,,
1373,Free course,Learn Flask: Accounts and Authentication,,,Intermediate,2,,,,
1374,Course,Learn Handlebars,,,Intermediate,2,"1,543 learners enrolled",,,
1375,Free course,Learn jQuery: Styles,,,Intermediate,1,,,,
1376,Free course,OWASP Top 10: Server Side Request Forgery,,,Intermediate,1,,,,
1377,Course,Learn Build Tools,,With Certificate,Intermediate,2,"3,751 learners enrolled",,,
1378,Course,Learn to Prevent SQL Injections with Node.js,,With Certificate,Intermediate,1,"1,068 learners enrolled",,,
1379,Course,Learn to Prevent Cross-Site Scripting with Node.js,,With Certificate,Intermediate,1,,,,
1380,Free course,Velo by Wix: Working with Data,,,Beginner Friendly,6,,,,
1381,Course,Learn Intermediate TypeScript: Generics,,With Certificate,Intermediate,1,,,,
1382,Free course,Learn p5.js: Fundamentals,,,Intermediate,5,,,,
1383,Course,Learn Design Thinking: Iteration,,With Certificate,Intermediate,1,,,,
1384,Free course,Learn Phaser.js: Animations and Visuals,,,Intermediate,2,,,,
1385,Free course,Learn Phaser.js: Physics,,,Intermediate,2,,,,
1386,Free course,OWASP Top 10: Security Misconfiguration,,,Beginner Friendly,1,,,,
1387,Free course,Learn Testing for Web Development: Model Testing,,,Intermediate,2,,,,
1388,Free course,OWASP Top 10: Security Logging and Monitoring Failures,,,Beginner Friendly,1,,,,
1389,Free course,OWASP Top 10: Broken Access Control,,,Intermediate,1,"1,058 learners enrolled",,,
1390,Free course,Velo by Wix: Interactivity,,,Beginner Friendly,6,,,,
1391,Course,Learn User Research: Evaluative,,With Certificate,Intermediate,2,,,,
1392,Free course,Learn Redux: Middleware and Thunks,,,Beginner Friendly,2,,,,
1393,Free course,Learn Testing for Web Development: Server Testing,,,Intermediate,1,,,,
1394,Free course,OWASP Top 10: Identification and Authentication Failures,,,Beginner Friendly,1,,,,
1395,Course,Learn Intermediate TypeScript: Type Narrowing,,With Certificate,Intermediate,1,,,,
1396,Free course,Learn p5.js: Interaction,,,Intermediate,2,,,,
1397,Free course,OWASP Top 10: Software and Data Integrity Failures,,,Beginner Friendly,1,,,,
1398,Free course,Learn p5.js: Media,,,Intermediate,2,,,,
1399,Free course,Velo by Wix: Fundamentals,,,Beginner Friendly,1,,,,
1400,Free course,Velo by Wix: Creating a Full-Stack App,,,Beginner Friendly,1,,,,
1401,Free course,Velo by Wix: Using Async Actions for the Backend,,,Beginner Friendly,4,,,,
1402,Free course,Learn Intermediate TypeScript: Configuration,,,Intermediate,1,,,,
1403,Free course,Learn Conversational Design with Alexa,,,Intermediate,3,"2,653 learners enrolled",,,
1404,Free course,Learn React Router v5,,,Beginner Friendly,1,,,,
1405,Course,Deploying with Render,,With Certificate,Intermediate,1,,,,
1406,Course,Deploying with Netlify,,With Certificate,Beginner Friendly,1,"1,935 learners enrolled",,,
1407,Free course,Introduction to Back-End Programming,,,Beginner Friendly,1,"3,304 learners enrolled",,4.4,174 ratings
1408,Course,Deploying with Heroku,,With Certificate,Beginner Friendly,1,,,,
1409,Free course,Learning Django Using Generative AI Help,,,Beginner Friendly,2,,,,
1410,Free course,Creating Django Views & Models,,,Intermediate,2,,,,
1411,Free course,Prompt Engineering to Build a Django App,,,Intermediate,2,,,,
